ID	Database Source	Article Title	Author Keywords	Abstract	DOI	Author Full Names	Book Author Full Names	Group Authors	Duplicate Title	Publication Type	Book Editors	Source Title	Language	Document Type	Conference Title	Conference Date	Conference Location	Addresses	Cited References	Cited Reference Count	Times Cited, All Databases	Publisher	Publisher City	Publisher Address	ISSN	ISBN	Publication Year	Volume	Issue	Start Page	End Page	DOI.1	UT (Unique WOS ID)	Pubmed Id	Date of Export	V=Action Coder 1	V=Method Coder 1	V=Discipline Coder 1	V=Group Coder 1	V=Geo Coder 1	Comments Coder 1	V=Action Coder 2	V=Method Coder 2	V=Discipline Coder 2	V=Group Coder 2	V=Geo Coder 2	Comments Coder 2	V=Action Coder 3	V=Method Coder 3	V=Discipline Coder 3	V=Group Coder 3	V=Geo Coder 3	Comments Coder 3
3714	WoS	Who are the users of national open access journals? The case of the Finnish Journal.fi platform	Scholarly publishing; Open access; Altmetrics	In this paper we study the diversity of users of open access articles on the Finnish Journal.fi platform. This platform hosts around hundred open access journals from Finland publishing in different fields and mainly Finnish and English languages. The study is based on an online survey, conducted on 48 journals during Spring 2020, in which visitors were asked to indicate their background and allow their location and download behaviour be tracked. Among 668 survey participants, the two largest groups were students (40%) and researchers (36%), followed by private citizens (8%), other experts (7%) and teachers (5%). Other identified user categories include journalists, civil servants, entrepreneurs and politicians. While new publications attract a considerable share of the views, there is still a relatively large interest, especially among students, in older materials. Our findings indicate that Finnish language publications are particularly important for reaching students, citizens, experts and politicians. Thus, open access to publications in national languages is vital for the local relevance and outreach of research.	10.1002/leap.1405	Polonen, Janne; Syrjamaki, Sami; Nygard, Antti-Jussi; Hammarfelt, Bjorn				J		LEARNED PUBLISHING	English	Article				[Polonen, Janne; Syrjamaki, Sami; Nygard, Antti-Jussi] Federat Finnish Learned Soc, Snellmaninkatu 13, Helsinki 00170, Finland; [Hammarfelt, Bjorn] Univ Boras, Swedish Sch Lib & Informat Sci, Allegatan 1, S-50332 Boras, Sweden		29.0	0.0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0953-1513		2022.0	34.0	4.0	585.0	592.0	10.1002/leap.1405	WOS:000653496000001		44958	a=openaccess AND a=openevaluation	m=survey	d=none	t=researcher AND t=policy AND t=business AND t=other	geo=FIN		a=openaccess	m=survey	d=none	t=researcher; t=other	geo=FIN							
3717	WoS	Why Open Access: Economics and Business Researchers' Perspectives	scholarly journal publishing; subscription model; open access model; Gold Route; economics and business; author's perspective	Public research policies have been promoting open-access publication in recent years as an adequate model for the dissemination of scientific knowledge. However, depending on the disciplines, its use is very diverse. This study explores the determinants of open-access publication among academic researchers of economics and business, as well as their assessment of different economic measures focused on publication stimulus. To do so, a survey of Spanish business and economics researchers was conducted. They reported an average of 19% of their publications in open-access journals, hybrids or fully Gold Route open access. Almost 80% of the researchers foresee a future increase in the volume of open-access publications. When determining where to publish their research results, the main criterion for the selection of a scientific journal is the impact factor. Regarding open access, the most valued aspect is the visibility and dissemination it provides. Although the cost of publication is not the most relevant criterion in the choice of a journal, three out of four researchers consider that a reduction in fees and an increase in funding are measures that would boost the open-access model.	10.3390/publications9030037	Lopez-Vergara, Carmen; Flores Asenjo, Pilar; Rosa-Garcia, Alfonso				J		PUBLICATIONS	English	Article				[Lopez-Vergara, Carmen; Flores Asenjo, Pilar] Univ Catolica San Antonio Murcia, Dept Ciencias Sociales Jurid & Empresa, Av Los Jeronimos 135, Murcia 30107, Spain; [Rosa-Garcia, Alfonso] Univ Murcia, Dept Fundamentos Anal Econ, Campus Espinardo,Edificio 2, Murcia 30100, Spain		40.0	0.0	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND			2021.0	9.0	3.0			10.3390/publications9030037	WOS:000700159600001		44958	a=openaccess AND a=openevaluation	m=survey	d=socscie	t=researcher	geo=ESP		a=openaccess	m=survey	d=socscie	t=researcher	geo=ESP							
3719	Snowball	Wirkungen von Open Access. Literaturstudie über empirische Arbeiten 2010-2021		Open Access - the free access to scientific publications - intuitively offers many advantages. At the same time, some scientists, members of university administration, publishers, and policymakers continue to have reservations against open access. In the last decade, numerous empirical studies on the effects of open access were conducted. This report provides an overview of the state of research from 2010 to 2021. The empirical findings presented help determine the advantages and disadvantages of open access and serve as a knowledge base for scholars, publishers, academic institutions, and policy makers. An overview of the state of knowledge informs decisions on open access and publishing strategies. In addition, this report identifies aspects of open-access effects that are potentially highly relevant but have not yet been adequately studied. Overall, various advantages of open access can be considered empirically confirmed at the current state of research. These advantages include improved knowledge transfer, increased speed of the publication process, and increased usage by a more diverse readership, both in terms of profession and location. In addition, some presumed negative effects - such as lower quality of publications and disadvantages in the sale of print editions - can be considered empirically refuted. The empirical results on effects of open-access publishing therefore support the goal of a far-reaching transformation to open access, to which the German science organisations, among others, have committed themselves.	10.34657/7666	Hopf, D.; Dellmann, S.; Hauschke, C.; Tullney, M.																					2022.0					10.34657/7666			44960	a=openaccess AND a=openevaluation	m=biblio	d=none	t=none	geo=all		a=openaccess	m=document review	d=none	t=none	geo=all							
3036	Scopus	Built to last! Embedding open science principles and practice into European universities		The purpose of this article is to examine the cultural change needed by universities, as identified by LERU in its report Open Science and its role in universities: a roadmap for cultural change.1 It begins by illustrating the nature of that cultural change. Linked to that transformation is a necessary management change to the way in which organizations perform research. Competition is not the only, or necessarily the best, way to conduct this transformation. Open science brings to the fore the values of collaboration and sharing. Building on a number of Focus on Open Science Workshops held over five years across Europe, the article identifies best practice in changing current research practices, which will then contribute to the culture change necessary to deliver open science. Four case studies, delivered at Focus on Open Science Workshops or other conferences in Europe, illustrate the advances that are being made: the findings of a Workshop on Collaboration and Competition at the OAI 11 meeting in Geneva in June 2019; alternative publishing platforms, exemplified by UCL Press; open data, FAIR data and reproducibility; and a Citizen Science Workshop held at the LIBER Conference in Dublin in June 2019. © 2020 Tiberius Ignat and Paul Ayris.	10.1629/UKSG.501	Ignat, T.; Ayris, P.						Insights: the UKSG Journal	English	journalArticle													2021.0	33.0				10.1629/UKSG.501			44958	a=openscience	m=other	d=none	t=university	geo=EU	The study describes 4 case studies, no empirical study												
3096	WoS	Decentralizing science: Towards an interoperable open peer review ecosystem using blockchain	Blockchain; Decentralized systems; Distributed systems; Open access; Open peer review; Peer review	Scientific publication and its Peer Review system strongly rely on a few major industry players controlling most journals (e.g. Elsevier), databases (e.g. Scopus) and metrics (e.g. JCR Impact Factor), while keeping most articles behind paywalls. Critics to such system include concerns about fairness, quality, performance, cost, unpaid labor, transparency, and accuracy of the evaluation process. The Open Access movement has tried to provide free access to the published research articles, but most of the aforementioned issues remain. In such context, decentralized technologies such as blockchain offer an opportunity to experiment with new models for scientific production and dissemination relying on a decentralized infrastructure, aiming to tackle multiple of the current system shortcomings. This paper makes a proposal for an interoperable decentralized system for an open peer review ecosystem, relying on emerging distributed technologies such as blockchain and IPFS. Such system, named Decentralized Science(DecSci), aims to enable a decentralized reviewer reputation system, which relies on an Open Access by-design infrastructure, together with transparent governance processes. Two prototypes have been implemented: a proof-of-concept prototype to validate DecSci's technological feasibility, and a Minimum Viable Product (MVP) prototype co-designed with journal editors. In addition, three evaluations have been carried out: an exploratory survey to assess interest on the issues tackled; two sets of interviews to confirm both the main problems for editors and to validate the MVP prototype; and a cost analysis of the main operations, both execution cost and actual price. Additionally, the paper discusses the multiple interoperability challenges such proposal faces, including an architecture to tackle them. This work finishes with a review of some of the open challenges that this ambitious proposal may face.	10.1016/j.ipm.2021.102724	Tenorio-Fornes, Ambar; Perez Tirador, Elena; Sanchez-Ruiz, Antonio A.; Hassan, Samer				J		INFORMATION PROCESSING & MANAGEMENT	English	Article				[Tenorio-Fornes, Ambar; Perez Tirador, Elena] Decentralized Acad Ltd, Decentralized Sci, Madrid, Spain; [Tenorio-Fornes, Ambar; Hassan, Samer] Univ Complutense Madrid, Knowledge Technol Inst, GRASIA, Madrid, Spain; [Hassan, Samer] Harvard Univ, Berkman Klein Ctr Internet & Soc, Cambridge, MA 02138 USA; [Sanchez-Ruiz, Antonio A.] Univ Complutense Madrid, GAIA, Madrid, Spain		87.0	0.0	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0306-4573		2021.0	58.0	6.0			10.1016/j.ipm.2021.102724	WOS:000697699500005		44958	a=openmethod AND a=openevaluation AND a=opentools	m=survey	d=none	t=researcher AND t=publishers AND t=business	geo=all	survey & interview investigating the effectiveness = empirical?	a=openevaluation	m=survey; m=interview	d=natscie	t=none	geo=all							
3274	Scopus	Is It Fake News or Is It Open Science? Science Communication in the COVID-19 Pandemic		This article explores science communication in the context of COVID-19 through a case study of a January 31, 2020, bioRxiv preprint publication that led to conspiracy theories by suggesting that SARS-CoV-2 originated in the laboratory through genetic engineering. Analysis will consider the initial preprint, the scientific critique that led it to be withdrawn, the conspiracy theories that continue to circulate, and the larger debate that this example has sparked among advocates and critics of open science. © The Author(s) 2020.	10.1177/1050651920958506	Koerber, A.						Journal of Business and Technical Communication	English	journalArticle													2021.0	35.0	1.0			10.1177/1050651920958506			44958						The article describes a case study						I suppose that the paper hardly meets the standards of a case study. See e.g. https://doi.org/10.1177/0038022920970318 The other question, however, is whether we want to check this for every publication or whether we base our decision on the authors' categorizations.						
3281	WoS	Korea's national approach to Open Science: Present and possible future	Digital infrastructure; legal instruments; Open Science; South Korea; SWOT; TOWS matrix	Open Science (OS) - an emerging global trend driven by advances in digital technologies and government's commitment to greater transparency and value for money of publicly funded research - is at its early stages, even in countries with high R&D expenditures, such as South Korea. This study provides a comprehensive overview and analysis of Korea's national OS approach, with a focus on exploring the current OS regulatory and technological environments it operates under, and uncovering its SWOT - strengths, weaknesses, opportunities and threats. It concludes that internal weaknesses, such as insufficient political will to promote OS, dominate other SWOT characteristics of Korea's national OS approach. Thus, the highest priority should be given to strategies attempting to minimise both internal weaknesses and external threats, such as reinforcing domestic Open Access publishing ecosystem to mitigate Korean researchers' dependency on large international commercial publishers.	10.1177/01655515221107336	Shmagun, H; Shim, J; Choi, KN; Shin, SK; Kim, J; Oppenheim, C																					2022.0					10.1177/01655515221107336			44958	a=openpolicies AND a=openscience	m=interview AND m=documentreview	d=none	t=policy	geo=KOR	This paper meets the standards of a case study much better. See e.g. https://doi.org/10.1177/0038022920970318	a=openpolicies	m=document review	d=none	t=none	geo=KOR							
3429	WoS	OPEN SCIENCE AND THE SCIENTIFIC PRODUCTION OF THE UNIVERSITY OF CAMAGUEY IN ACADEMIC SOCIAL NETWORKS	open science; scientific production; almetrics; ResearchGate; Google scholar; academic social networks	Objective. Analyze the presence of the scientific community of the University of Camaguey and its scientific production in ResearchGate and Google Scholar, tools of high social use, have also been extended to the academic context and have an essential role in the development of open science. Design/Methodology/Approach. The research is developed from the empirical analysis of the behavior of all the activity that is generate in ResearchGate and Google Scholar through the metric indicators present in these digital spaces. Results/Discusion. The results obtained show the existence of the said institution's researchers and their scientific and academic work in ResearchGate and Google Scholar, as well as the use of their benefits for the dissemination of scientific results. In addition, little presence of the scientific community of the institution was observe in both platforms. Conclusions. Positioning the scientific production of universities in scientific collaboration platforms such as academic social networks, this is a practice of vital importance to take new steps in the development of open science for the visibility of science, such as on the web. Despite this, the presence of the University of Camaguey in ResearchGate and Google Scholar is discreet and does not correspond to the scientific-investigative capacity of the academic institution.		Rodriguez, YC; Campillo, TRH; Hernandez, BMC; Medina, JU; Pupo, GH																					2022.0								44958	a=openscience	m=document review	d=none	t=none	geo=CUB	Article in Spanish, methodology unclear from english abstract						as argued by the authors: google scholar and researchgate are important tools for accessibility to research and therefore open science						
3432	WoS	Open science at the science-policy interface: bringing in the evidence?	Research uptake; Evidence-policy gap; Policy theory; Open science	Part of the current enthusiasm about open science stems from its promises to reform scientific practice in service of the common good, to ensure that scientific outputs will be found and reused more easily, and to enhance scientific impact on policy and society. With this article, we question this optimism by analysing the potential for open science practices to enhance research uptake at the science-policy interface. Science advice is critical to help policy-makers make informed decisions. Likewise, some interpretations of open science hold that making research processes and outputs more transparent and accessible will also enhance the uptake of results by policy and society at large. However, we argue that this hope is based on an unjustifiably simplistic understanding of the science-policy interface that leaves key terms (impact, uptake) undefined. We show that this understanding-based upon linear models of research uptake-likewise grounds the influential evidence-policy gap diagnosis which holds that to improve research uptake, communication and interaction between researchers and policy-makers need to be improved. The overall normative stance of both discussions has sidelined empirical description of the science-policy interface, ignoring questions about the underlying differences between the policy domain and academia. Importantly, both open science and literature on closing the evidence-policy gap recommend improving communication (in terms of either the content or the means) as a viable strategy. To correct some of these views, we combine insights from policy theory with a narrative review of the literature on the evidence-policy gap in the health domain and find that removing barriers to access by itself will not be enough to foster research uptake.	10.1186/s12961-022-00867-6	Reichmann, S; Wieser, B																					2022.0					10.1186/s12961-022-00867-6			44958	a=openpolicy AND a=openscience	m=biblio	d=none	t=none	geo=all	Literature Review; no empirical study						"""narrative review"" (as well as systematic review) is not empirical"						
3442	Scopus	Open Science in Seismology: The Role of Citizen Science in the Transition from Seismic Observatory to Science Museum	citizen science; open science; science communication; science museum; seismology	Catastrophic events, including worldwide pandemics and natural disasters, may lead to ambivalent attitudes toward science among the public. On the one hand, there may be pessimistic feelings toward the limitations of scientific knowledge and technology. On the other hand, there may be optimistic prospects for science-based solutions to the problems caused by these catastrophes. Science communication plays an integral part in shaping societal attitudes toward science. The aim of this research was to build more fruitful relationships between science and society by improving science communication in the field of seismology. Based on the concept of open science, we conducted action research at a seismic observatory as it transitioned from a science facility to a science museum. The museum adopted a citizen-science approach to communicating the science of seismology. In this approach, citizens not only learned about seismology from scientists, but they worked collaboratively with scientists to do science. The results of our research showed that citizen science can play a critical role in making science more accessible and communicating the science of seismology to society. © 2022 The authors.	10.5595/001c.35742	Yamori K., Iio Y., Shiroshita H.																					2022.0					10.5595/001c.35742			44958	a=openparticipation	m=other	d=natscie	t=researchers AND t=unisupportstaff AND t=policy AND t=other	geo=JPN		a=openparticipation	m=other	d=natscie	t=other	geo=JPN							
3444	WoS	Open Science Knowledge Production: Addressing Epistemological Challenges and Ethical Implications	open science; epistemology; data; falsification; fabrication; model	Open Science (OS) is envisioned to have a wide range of benefits including being more transparent, shared, accessible, and collaboratively developed than traditional science. Despite great enthusiasm, there are also several challenges with OS. In order to ensure that OS obtains its benefits, these challenges need to be addressed. Accordingly, the objective of this study is to provide an overview of one type of challenge, i.e., epistemological challenges with OS knowledge production, and their ethical implications. Based on a literature review, it (a) reveals factors undermining the envisioned benefits of OS, (b) identifies negative effects on knowledge production, and (c) exposes epistemological challenges with the various phases of the OS process. The main epistemic challenges are related to governance, framing, looping effects, proper data procurement, validation, replication, bias, and polarization. The ethical implications are injustice, reduced benefit (efficiency), increased harm (as a consequence of poor-quality science), deception and manipulation (reduced autonomy), and lack of trustworthiness. Accordingly, to obtain the envisioned benefits of OS, we need to address these epistemological challenges and their ethical implications.	10.3390/publications10030024	Hofmann, B																					2022.0					10.3390/publications10030024			44958						Literature Review; no empirical study						literature review is not empirical						
3469	Scopus	Opportunities for open access: Insights from the Wiley Practitioner Survey		There is less awareness of open-access publishing amongst practitioners than amongst their academic colleagues. The requirement for certification is a significant driver of professional society membership, particularly for those in clinical and veterinary medicine. Flipping a society journal from a subscription model to fully open access may drive down satisfaction. Professional society members state a desire for increased collaboration with academics and feel that societies have a role to play in this. Satisfaction levels with society membership are generally low amongst early career members (ECMs), but there are some clear opportunities for targeted services to improve this. Awareness of open access is reasonably high, and there are calls for greater transparency and improved data sharing, particularly from ECMs and engineers. © 2020 The Authors. Learned Publishing © 2020 ALPSP	10.1002/leap.1357	Roscoe, J.						Learned Publishing	English	journalArticle													2021.0	34.0	3.0			10.1002/leap.1357			44958	a=openaccess	m=survey	d=none	t=practioner	geo=all	only top responding disciplines are mentioned	a=openaccess	m=survey	d=none	t=practitioner	geo=all	can confirm that the paper reports on results of a survey						
3484	Scopus	Political economy of Plan S: a post-foundational perspective on Open Access		Plan S, promoted by cOAlition S, is a significant attempt to hegemonize a specific form of Open Access (OA) as the future of academic publishing on a global level. It mandates that the results from Coalition-funded research must be published in fora compliant with its criteria. This article questions the Plan’s supposed radicalness from a political economy perspective with the help of post-foundational discourse theory. Specific attention will be paid to its implications for property rights as the contingent foundation of knowledge production. The Plan and OA will be examined within the context of globally unequal structures of scientific knowledge production and attempts to transform them into a more equal system. The analyzed data consist of the archive from the following sequence: (i) the publication of draft guidance on the implementation of the Plan, released by the Coalition in November 2018, (ii) a collection of feedback statements on the draft by the Coalition from November 2018 to February 2019, and (iii) release of the updated guidance adopted and published by the Coalition in May 2019. The primary object of analysis is the antagonism articulated towards the Plan within what is here termed the conservative-propertarian discursive formation. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.	10.1080/2474736X.2021.1934049	Sundell, T.						Political Research Exchange	English	journalArticle													2021.0	3.0	1.0			10.1080/2474736X.2021.1934049			44958	a=openaccess AND a=openpolicies	m=survey AND m=documentreview	d=none	t=none	geo=AF AND geo=NA AND geo=OC AND geo=AS AND geo=EU AND geo=SA	Survey analysis, I'm not sure if this should be included.	a=openaccess	m=document review; m=other	d=none	t=none	geo=all	document analysis and also secondary data analyses						
3652	Scopus	Towards a credibility revolution in bilingualism research: Open data and materials as stepping stones to more reproducible and replicable research		The extent to which findings in bilingualism research are contingent on specific analytic choices, experimental designs, or operationalisations, is currently unknown. Poor availability of data, analysis code, and materials has hindered the development of cumulative lines of research. In this review, we survey current practices and advocate a credibility revolution in bilingualism research through the adoption of minimum standards of transparency. Full disclosure of data and code is necessary not only to assess the reproducibility of original findings, but also to test the robustness of these findings to different analytic specifications. Similarly, full provision of experimental materials and protocols underpins assessment of both the replicability of original findings, as well as their generalisability to different contexts and samples. We illustrate the review with examples where good practice has advanced the agenda in bilingualism research and highlight resources to help researchers get started. Copyright © The Author(s), 2021. Published by Cambridge University Press.	10.1017/S1366728921000535	Bolibaugh, C.; Vanek, N.; Marsden, E.J.						Bilingualism	English	journalArticle													2021.0	24.0	5.0			10.1017/S1366728921000535			44958	a=opendata AND a=opensoftware	m=biblio	d=hum  	t=none	geo=all	Literature review						I can't identify any empirical procedure in the paper						
3669	Scopus	Uncovering open access criticisms by visualizing texts with voyant tools [Descubriendo críticas al acceso abierto mediante la visualización de textos con voyant tools]		"Voyant Tools is an open-source web environment designed to facilitate the hermeneutical cycle by navigating between different levels of reading, analysis, and interactive visualization of texts (scientific articles, web pages, Twitter messages, literary works). The objective of this article is to exemplify how we can use this tool for the exploration and analysis of scientific texts, discovering themes and associations between documents. 33 scientific documents that question and problematize the open access and open science movements are used as a corpus for analysis. Through different analytical and visualization tools, emerge terms (open source, APC, impact factor, prestige, exclusion, colonialism, coloniality) that as traces of ""breadcrumbs"" serve to make new explorations and visualizations that allow to identify authors, documents and problems related to open access and open science. It is concluded that Voyant Tools is a versatile and intuitive tool with various potentialities for the analysis and discovery of information in texts. Regarding the topic explored, criticisms and problematizations related to the emphasis on the market and capitalist acceleration behind open access and open science policies and initiatives are identified, with the rise of the commercial open access journals’ business model based on article processing charge (APC) and the appearance of new colonialism and epistemicide when open access, commodification of knowledge and distorted use of the impact factor are combined. © 2021, Centro Nacional de Informacion de Ciencias Medicas. All rights reserved."		Sánchez Tarragó, N.						Revista Cubana de Informacion en Ciencias de la Salud	Spanish	journalArticle													2021.0	32.0	1.0						44958						Not sure if it is an empirical study, article is in Spanish						"only litererature review (see methods section ""Selección del corpus para el análisis"") "						
2936	Scopus	“I can Just Get all the Bits That I Need”: Practitioners’ Use of Open-Access Sport Science Podcasts		The aim of the current investigation was to explore practitioners’ attitudes toward and reasons for listening to open-access podcasts. It is well accepted within the literature that sport and exercise practitioners, such as coaches and sport scientists, perceive several barriers to access of scientific and academic research. Open-access podcasts may provide an alternative platform for developing esoteric knowledge. Nine sport and exercise practitioners (including gym owners, nutritionists, and sport coaches) participated in the investigation. A single-semi structured interview was conducted, and data were analyzed using a thematic network analysis approach. Three themes were constructed from the data—flexibility of podcast listening, convenience of podcast listening, practitioners’ need for authentic and novel information. © Copyright © 2021 Shaw and McNamara.	10.3389/feduc.2021.666865	Shaw, M.P.; McNamara, S.W.T.						Frontiers in Education	English	journalArticle													2021.0	6.0				10.3389/feduc.2021.666865			44958	a=openaccess	m=interview	d=socscie	t=practitioner	geo=all		a=openaccess AND a=openeducation	m=interview	d=med	t=practitioner	geo=all							
2938	Scopus	A cohort study of how faculty in LIS schools perceive and engage with open-access publishing	Faculty authors; Journal publication; journals; Library and information science; Library and information studies; North American; Open access; Open access journals; Scholarly communication; Surveys	This article presents results from a survey of faculty in North American Library and Information Studies (LIS) schools about their attitudes towards and experience with open-access publishing. As a follow-up to a similar survey conducted in 2013, the article also outlines the differences in beliefs about and engagement with open access that have occurred between 2013 and 2018. Although faculty in LIS schools are proponents of free access to research, journal publication choices remain informed by traditional considerations such as prestige and impact factor. Engagement with open access has increased significantly, while perceptions of open access have remained relatively stable between 2013 and 2018. Nonetheless, those faculty who have published in an open-access journal or are more knowledgeable about open access tend to be more convinced about the quality of open-access publications and less apprehensive about open-access publishing than those who have no publishing experience with open-access journals or who are less knowledgeable about various open-access modalities. Willingness to comply with gold open-access mandates has increased significantly since 2013. © The Author(s) 2019.	10.1177/0165551519865481	Peekhaus, W.						Journal of Information Science	English	journalArticle													2021.0	47.0	1			10.1177/0165551519865481			44958	a=openaccess	m=survey	d=socscie	t=researcher	geo=USA		a=openaccess	m=survey	d=socscie	t=researcher AND t=librarian  	geo=NA							
1111	WoS	A Study of Distribution and Growth of Open Access Research Journals Across the World	Research journals; Open access journals; DOAJ; Journal growth; Predatory journals; World; Continents	The study aims to assess the growth of Open Access (OA) research journals indexed in Directory of Open Access Journals (DOAJ) during the last two decades viz., for the period 2002 through 2021 across the world. More so the growth has also been assessed at the continental and subject level. Some of the key aspects evaluated include computation of research journals indexed each year during the period of study, their corresponding growth, subject wise distribution of OA journals, leading OA journals publishing countries and various other related aspects have been evaluated. From the data analysis it emerged that in 2002, 22 OA journals were indexed in DOAJ and on July 17, 2021 the date of data retrieval, the number of OA journals indexed were found 16,589, published across 126 countries. On average each year around 830 journals are indexed in DOAJ registering an average annual growth of around 51.46%. 46% journals were indexed during the last three years, reflecting exponential growth of OA research journals from 2018 onwards.	10.1007/s12109-022-09860-x	Pandita, R; Singh, S																					2022.0					10.1007/s12109-022-09860-x			44958	a=openaccess	m=biblio	d=none	t=none	geo=all		a=openaccess	m=biblio	d=none  	t=none	geo=all							
2941	WoS	A validation study on the factors affecting the practice modes of open peer review	Open peer review; Transparent peer review; Practice mode	In this paper we conduct a validation study on the factors affecting the practice modes of open peer review. Taking the Open Access Journals (OAJ) in Directory of Open Access Journals (DOAJ) as the research objects, we crawled the internet to gather their relevant data. Based on the method of categorical variable assignment, a quantitative analysis was performed on the qualitative factors that affect the practice modes of open peer review. A multi-dimensional analysis chart is used to illustrate the relationships between the factors. Optimal scale regression modeling and discriminant analysis were also employed to reveal the degrees of influences by the factors. The public categories of type of open peer review and reviewer identity are closely related to each other. Reviewer identity has evident positive influence on type of open peer review, and the degree of influence is the highest. Therefore, reviewer identity is the primary and most crucial factor affecting open peer review practice modes. Review report and order of review report and publication are the secondary ones. Whether or not the identities of review experts are open has become the most important factor affecting the practice modes of open peer review. Transparent peer review is currently the most effective practice mode of open peer review. Technologies like block chain can be used to address the psychological uneasiness for the peer review experts who are concerned with privacy issues. The fact that most OAJs use pre-publication review shows that open peer review still plays the traditional role of academic goalkeeper. Publication of peer review reports actually helps peer review experts augment their reputation, which in turn practically promotes the development of open peer review.	10.1007/s11192-022-04552-x	He, Y; Tian, K; Xu, XR																					2022.0					10.1007/s11192-022-04552-x			44958	a=openevaluation	m=biblio	d=none	t=none	geo=all		a=openmethod	m=biblio	d=none	t=none	geo=all							
2943	Scopus	Academicians’ awareness, attitude, and use of open access during the COVID-19 pandemic		The aim of this research is to reveal academics’ awareness, attitude, and use of open access. In line with the research purpose, the survey research design is adopted. This research consists 151 academics from 12 basic research areas; eight of them being Professor Dr, 17 being Associate Professor Dr, 49 being Doctor Lecturer, and 77 being Research Assistant or Lecturer. A questionnaire consisting of 19 open access and five demographic information questions was used for the data collection tool. The research results show that 75% of the academics have open access awareness and that their awareness is generally created by information that they obtain through the Internet and their friends. In addition, most of the academics indicate that their awareness of open access has increased during the pandemic period. When considering the level of academics’ use of open access, it is found that 75% of the academics use articles in open access journals for their own research and 51% of the academics do not publish any articles in open access journals. © The Author(s) 2021.	10.1177/09610006211016509	Turgut, Y.E.; Aslan, A.; Denizalp, N.V.						Journal of Librarianship and Information Science	English	journalArticle													2021.0					10.1177/09610006211016509			44958	a=openaccess	m=survey	d=none	t=researcher	geo=all		a=openaccess	m=survey	d=none	t=researcher	geo=TUR							
2944	Scopus	Academicians’ awareness, attitude, and use of open access during the COVID-19 pandemic	Academicians; attitude; awareness; open access; use	The aim of this research is to reveal academics’ awareness, attitude, and use of open access. In line with the research purpose, the survey research design is adopted. This research consists 151 academics from 12 basic research areas; eight of them being Professor Dr, 17 being Associate Professor Dr, 49 being Doctor Lecturer, and 77 being Research Assistant or Lecturer. A questionnaire consisting of 19 open access and five demographic information questions was used for the data collection tool. The research results show that 75% of the academics have open access awareness and that their awareness is generally created by information that they obtain through the Internet and their friends. In addition, most of the academics indicate that their awareness of open access has increased during the pandemic period. When considering the level of academics’ use of open access, it is found that 75% of the academics use articles in open access journals for their own research and 51% of the academics do not publish any articles in open access journals. © The Author(s) 2021.	10.1177/09610006211016509	Turgut Y.E., Aslan A., Denizalp N.V.																					2022.0					10.1177/09610006211016509			44958						Duplikat, siehe ID 2943						double entry						
2945	WoS	Accessibility of master's theses at SEA-EU Alliance universities in open access repositories	Institutional repositories; Master's theses; Open access; European university alliances; SEA-EU	This research analyzed and compared master's theses deposits in institutional repositories of the SEA-EU Alliance universities in order to determine whether universities' mandates to deposit master's theses influence the number of theses deposited to the institutional repositories. We compared the universities' institutional repository content focusing on the ratio of the number of deposited master's theses to the number of enrolled students taking into account the open access policies, or more specifically, the national and the universities' mandates to deposit master's theses. The research methods involved a quantitative approach where the data were collected through direct communication with universities' employees and from the institutional repositories in our sample. Our analysis showed that the number of papers stored in repositories reflects the open access policy, or more specifically, the master's theses deposit policy, at certain universities. Furthermore, when analyzing the distribution of the number of theses across the scientific disciplines as well as the degree of openness it was evident that it largely concurred with the trends recorded in the current scholarly literature.	10.1007/s00799-022-00340-3	Gudelj, D; Matosic, M; Poljak, L; Tomic, V; Marusic, A; Marusic, M																					2022.0					10.1007/s00799-022-00340-3			44958	a=openaccess	m=document review	d=none	t=university	geo=EU	should interview be included they only clarified a few things	a=openaccess AND a=openpolicies	m=biblio AND m=document review AND m=interview 	d=natscie AND d=engtech AND d=med AND d=agric AND d=socscie AND d=hum	t=none	geo=FRA AND geo=ESP AND geo=DEU AND geo=MLT AND geo=HRV							
